R101, 0.6646825396825397
R102, 0.788056493391717
R103, 0.41743643153615234
R104, 0.9103223463273338
R105, 0.7665598548338487
R106, 0.4475935828877005
R107, 0.30409356725146197
R108, 0.16411238825031926
R109, 0.6771625754454702
R110, 0.5533333333333333
R111, 0.13075396825396826
R112, 1.0
R113, 0.6808579021432796
R114, 0.8583333333333332
R115, 0.32539682539682535
R116, 0.2958337497788478
R117, 0.4909090909090909
R118, 0.3686868686868687
R119, 0.13212949653545628
R120, 0.5324690644710869
R121, 0.6616882839723325
R122, 0.5558198904015972
R123, 0.48333333333333334
R124, 0.48377085877085885
R125, 0.6947751322751322
R126, 0.5300281551907866
R127, 0.5634920634920635
R128, 0.32892475171886937
R129, 0.5644114248937031
R130, 0.6984126984126983
R131, 0.42457542457542463
R132, 0.2229035250463822
R133, 1.0
R134, 0.18104761904761907
R135, 0.3921475852764673
R136, 0.4440531772980839
R137, 1.0
R138, 0.21670713740041472
R139, 0.8095238095238094
R140, 0.771856520385932
R141, 0.8353215447716024
R142, 0.17713675213675212
R143, 0.13027713027713028
R144, 0.4296157059314954
R145, 0.04583791307195562
R146, 0.3979494594420848
R147, 0.7464285714285714
R148, 0.34895213038595396
R149, 0.21127498232761388
R150, 0.41944444444444445
